time, 0.00          ,   1.000000E-01,   2.000000E-01,   3.000000E-01,   4.000000E-01,   5.000000E-01,   6.000000E-01,   7.000000E-01,   8.000000E-01,   9.000000E-01,   1.000000E+00,   1.100000E+00,   1.200000E+00,   1.300000E+00,   1.400000E+00,   1.500000E+00,   1.600000E+00,   1.700000E+00,   1.800000E+00,   1.900000E+00,   2.000000E+00,   2.100000E+00,   2.200000E+00,   2.300000E+00,   2.400000E+00,   2.500000E+00,   2.600000E+00,   2.700000E+00,   2.800000E+00,   2.900000E+00,   3.000000E+00,   3.100000E+00,   3.200000E+00,   3.300000E+00,   3.400000E+00,   3.500000E+00,   3.600000E+00,   3.700000E+00,   3.800000E+00,   3.900000E+00,   4.000000E+00,   4.100000E+00,   4.200000E+00,   4.300000E+00,   4.400000E+00,   4.500000E+00,   4.600000E+00,   4.700000E+00,   4.800000E+00,   4.900000E+00,   5.000000E+00,   5.100000E+00,   5.200000E+00,   5.300000E+00,   5.400000E+00,   5.500000E+00,   5.600000E+00,   5.700000E+00,   5.800000E+00,   5.900000E+00,   6.000000E+00,   6.100000E+00,   6.200000E+00,   6.300000E+00,   6.400000E+00,   6.500000E+00,   6.600000E+00,   6.700000E+00,   6.800000E+00,   6.900000E+00,   7.000000E+00
b[1], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          
b[2],   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
b[3],   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00
b[4],   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00
b[5],   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00,   4.000000E+00
b[6],   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00,   5.000000E+00
sg[1],   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
sg[2],  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00
sg[3],   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
sg[4],  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00
sg[5],   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
sg[6],  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00,  -1.000000E+00
m[1],   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
m[2],   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
m[3],   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00
m[4],   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00,   2.000000E+00
m[5],   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00,   3.000000E+00
